Vehicle_Age_Years,Odometer_Reading_km,Ambient_Temperature_C,Engine_Temp_C,Engine_RPM,Oil_Pressure_psi,Coolant_Level_pct,Battery_Voltage_V,Mass_Airflow_Rate_gs,Throttle_Position_pct,Brake_Pad_Wear_pct,Tire_Pressure_psi,Vibration_Level_mm_s,Fuel_Consumption_L_100km,km_per_year,temp_difference,Brand_Hyundai,Brand_Mahindra,Brand_Maruti Suzuki,Brand_Tata,Model_Baleno,Model_City,Model_Creta,Model_Dzire,Model_Harrier,Model_Nexon,Model_Scorpio,Model_Swift,Model_Thar,Model_Tiago,Model_Venue,Model_Wagon R,Model_XUV300,Model_i10
8,92632,13.4,105.5,1306.0,66.4,83.2,12.5,18.4,23.9,32.9,33.7,0.5,6.3,10292.444444444445,92.1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
9,104606,20.7,116.19999999999999,2436.0,45.8,86.4,13.2,12.3,37.7,36.9,31.4,2.7,10.4,10460.6,95.49999999999999,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,20788,22.1,95.5,3146.0,37.1,73.0,13.2,8.1,50.0,61.2,33.6,3.5,11.5,6929.333333333333,73.4,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
14,164476,10.8,98.9,1291.9130285167607,41.3,94.5,12.9,14.4,49.8,71.9,34.3,3.4,7.9,10965.066666666668,88.10000000000001,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,8814,23.9,92.6,751.0,59.4,79.5,12.4,14.5,34.7,51.5,28.749999999999996,0.7,10.8,4407.0,68.69999999999999,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
11,128554,29.4,102.3,1882.0,51.7,85.9,12.8,7.4,44.3,70.1,28.749999999999996,1.6,8.2,10712.833333333334,72.9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10,116580,32.6,92.5,1633.0,56.0,89.9,12.8,7.9,43.7,87.8,32.3,1.5,5.3,10598.181818181818,59.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,140528,17.8,96.6,2336.0,48.9,90.9,12.7,7.5,32.8,6.9,31.4,3.4,6.8,10809.846153846154,78.8,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
14,164476,26.6,91.1,2425.0,43.7,71.4,12.1,14.9,17.0,92.0,31.1,3.4,6.5,10965.066666666668,64.5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4,44736,23.2,103.4,2455.0,67.7,85.1,13.3,9.3,48.7,52.7,28.749999999999996,2.5,6.9,8947.2,80.2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
12,140528,31.0,100.6,1850.2776540817824,63.9,92.1,14.0,3.1,25.0,82.4,31.1,1.8,9.8,10809.846153846154,69.6,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10,116580,36.6,115.3,1626.0,49.7,83.6,14.0,3.9,16.3,95.9,32.3,3.5,11.9,10598.181818181818,78.69999999999999,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
12,140528,31.2,93.1,1362.0,62.5,85.4,14.4,20.9,51.0,70.6,31.8,2.1,8.7,10809.846153846154,61.89999999999999,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10,116580,43.5,99.7,1891.0,65.3,80.2,13.1,12.7,49.5,53.0,32.0,2.9,10.2,10598.181818181818,56.2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
8,92632,22.7,100.3,876.0,67.7,95.7,11.6,7.5,31.0,55.1,33.8,1.1,6.9,10292.444444444445,77.6,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,20788,28.3,108.6,2364.0,61.0,76.6,12.7,9.0,42.5,91.7,32.3,3.6,6.8,6929.333333333333,80.3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6,68684,17.2,91.6,1102.0,67.3,87.7,12.4,8.4,37.0,52.5,28.749999999999996,1.8,10.0,9812.0,74.39999999999999,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
9,104606,25.8,89.3,1744.0,34.4,86.8,14.2,11.8,23.0,30.3,32.8,2.7,8.7,10460.6,63.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,20788,35.7,101.4,2009.0,24.7,70.6,14.0,13.2,45.7,71.4,33.4,2.8,7.0,6929.333333333333,65.7,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,8814,37.9,91.3,2091.0,39.0,85.6,13.2,13.4,20.3,70.7,31.1,1.1,6.2,4407.0,53.4,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
13,152502,17.8,100.4,1821.0,37.9,95.6,12.4,9.2,58.9,48.5,34.1,1.7,9.0,10893.0,82.60000000000001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7,80658,14.5,104.3,2168.0,34.0,73.7,13.0,18.4,46.7,39.0,31.4,3.6,5.0,10082.25,89.8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,20788,25.4,88.2,1596.0,46.2,72.1,13.6,11.5,49.5,54.8,34.7,2.3,6.8,6929.333333333333,62.800000000000004,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4,44736,25.5,110.7,2467.0,67.1,85.8,13.6,12.2,25.5,52.2,34.9,1.2,5.3,8947.2,85.2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6,68684,10.5,95.9,1113.0,37.7,91.2,13.9,14.2,49.3,81.1,34.5,1.5,5.4,9812.0,85.4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,32762,13.9,90.4,2034.0,47.3,87.3,13.2,9.7,59.4,94.3,34.9,3.7,5.6,8190.5,76.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,56710,17.8,95.9,982.0,43.3,76.9,13.3,3.8,32.4,75.1,33.8,3.6,10.4,9451.666666666666,78.10000000000001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,44736,11.9,99.0,1606.0,56.2,99.9,13.4,12.9,26.3,58.8,32.2,0.5,6.5,8947.2,87.1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,8814,31.5,98.9,2272.0,46.2,86.8,13.5,9.0,46.6,49.3,31.4,2.1,11.2,4407.0,67.4,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
13,152502,44.9,116.19999999999999,2144.0,53.6,93.0,12.7,7.6,37.0,54.1,32.0,2.3,6.8,10893.0,71.29999999999998,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4,44736,24.4,95.0,737.0,44.1,87.1,13.4,20.0,50.5,68.0,31.5,3.9,10.0,8947.2,70.6,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
12,140528,41.3,92.3,1524.0,34.9,85.1,12.6,9.3,39.5,57.1,34.4,3.9,9.1,10809.846153846154,51.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
12,140528,36.0,102.5,932.1305926676292,47.7,97.1,13.6,5.7,35.6,98.7,34.8,3.7,6.3,10809.846153846154,66.5,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
8,92632,30.9,105.2,1519.2219841126637,56.1,93.9,12.5,14.4,19.7,79.6,32.9,1.6,10.1,10292.444444444445,74.30000000000001,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8,92632,18.1,90.2,1343.0,32.5,92.4,12.9,13.6,42.4,30.8,34.7,1.4,11.1,10292.444444444445,72.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,8814,19.0,95.0,775.0,51.2,90.0,12.9,8.9,48.1,65.3,32.3,0.9,7.9,4407.0,76.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5,56710,16.4,98.2,2497.0,66.5,92.9,13.3,7.9,49.6,91.6,28.749999999999996,3.0,6.5,9451.666666666666,81.80000000000001,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10,116580,25.9,90.2,1293.0,28.2,97.0,13.4,6.2,46.3,81.8,33.4,2.9,5.8,10598.181818181818,64.30000000000001,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,8814,12.1,89.6,1289.0,43.8,75.7,12.6,5.7,39.0,93.3,28.749999999999996,2.4,11.4,4407.0,77.5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,20788,17.2,95.2,1817.0,54.0,94.9,13.5,13.8,46.7,99.1,31.2,1.0,9.4,6929.333333333333,78.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7,80658,17.5,95.9,2302.0,43.4,86.3,13.3,10.6,52.2,74.3,28.749999999999996,4.0,10.3,10082.25,78.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6,68684,33.4,104.8,1333.0,32.7,87.3,13.3,9.8,57.7,41.0,33.6,1.0,11.6,9812.0,71.4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,56710,22.8,99.0,891.0,61.4,95.3,14.0,6.7,19.2,82.6,33.7,1.6,5.0,9451.666666666666,76.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,8814,41.8,91.7,3315.0,54.1,84.6,13.5,9.7,53.8,98.3,33.0,4.0,8.7,4407.0,49.900000000000006,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4,44736,44.1,90.2,1521.0,41.6,92.9,14.0,3.9,43.9,10.5,32.9,3.3,10.0,8947.2,46.1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
14,164476,31.7,88.0,1805.1781963202664,38.6,96.2,13.6,8.6,24.4,74.5,33.9,1.9,7.7,10965.066666666668,56.3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
12,140528,30.9,104.7,1711.0,63.9,81.5,12.1,13.9,51.5,93.6,31.9,3.3,10.0,10809.846153846154,73.80000000000001,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
11,128554,23.0,93.9,2139.0,27.7,78.3,14.0,9.9,30.4,66.1,34.9,0.6,7.2,10712.833333333334,70.9,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5,56710,29.4,93.7,1593.458817324672,59.5,73.6,12.4,10.7,55.9,78.4,34.3,1.1,9.3,9451.666666666666,64.30000000000001,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
4,44736,41.3,93.3,1593.0,64.5,86.1,14.1,10.0,33.2,92.7,32.8,2.7,11.2,8947.2,52.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,8814,17.5,95.9,2204.0,29.4,80.8,13.7,8.0,53.9,98.0,28.749999999999996,3.1,8.0,4407.0,78.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
13,152502,26.1,99.2,913.0002531452928,67.3,73.1,14.4,5.2,48.5,84.3,32.5,1.9,11.5,10893.0,73.1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8,92632,42.6,102.0,1329.0,66.4,84.5,14.0,14.5,51.4,18.5,33.2,2.3,5.5,10292.444444444445,59.4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
9,104606,40.8,93.1,1696.0,46.8,95.8,12.5,5.5,17.4,91.3,32.6,0.9,10.4,10460.6,52.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
14,164476,15.7,101.3,2239.0,34.0,83.4,14.0,12.5,39.0,78.2,33.3,2.4,5.9,10965.066666666668,85.6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
12,140528,19.6,90.5,1495.0,43.5,72.0,14.4,8.8,39.6,70.2,34.3,1.4,5.6,10809.846153846154,70.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5,56710,19.2,106.0,1221.0,23.6,79.7,14.3,6.7,28.8,92.1,31.3,0.8,5.8,9451.666666666666,86.8,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
12,140528,43.6,96.8,2450.0,33.8,98.9,13.8,11.3,16.1,44.4,32.8,3.3,7.1,10809.846153846154,53.199999999999996,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
9,104606,37.1,103.3,1711.0,57.2,90.2,14.0,19.2,50.3,82.9,31.2,1.3,8.7,10460.6,66.19999999999999,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4,44736,11.3,103.3,2385.0,36.4,76.3,12.7,3.6,28.6,96.7,35.0,2.8,6.4,8947.2,92.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4,44736,44.5,97.8,1604.0,19.8,96.8,12.8,14.9,31.8,94.0,32.2,1.9,8.0,8947.2,53.3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,8814,18.3,103.9,1484.0,34.9,97.1,14.0,14.5,38.6,92.0,32.5,0.7,11.4,4407.0,85.60000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,116580,27.5,90.9,821.0,24.6,71.2,14.1,11.9,52.2,62.1,31.1,0.5,7.2,10598.181818181818,63.400000000000006,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
11,128554,17.2,98.0,1983.0,57.8,91.0,13.4,5.5,43.6,99.6,34.2,3.1,6.5,10712.833333333334,80.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9,104606,19.7,102.7,2477.0,62.9,89.9,13.5,8.0,28.2,34.2,32.2,2.3,5.3,10460.6,83.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,8814,27.5,96.2,1145.0,43.4,84.7,11.6,10.0,41.4,66.0,34.7,0.5,11.5,4407.0,68.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,32762,22.1,102.3,877.0,47.0,89.4,13.1,14.6,35.0,30.7,33.2,0.6,5.3,8190.5,80.19999999999999,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,8814,10.3,100.1,2354.0,63.4,80.0,13.7,12.5,27.8,60.2,28.749999999999996,1.5,7.1,4407.0,89.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6,68684,13.2,104.5,748.0,57.3,83.2,13.2,9.4,29.5,69.6,32.9,2.5,8.8,9812.0,91.3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,32762,41.8,100.5,2776.0,35.2,72.7,12.6,12.5,47.2,93.4,34.9,3.9,11.0,8190.5,58.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
12,140528,41.0,88.9,2145.0,34.2,73.8,13.8,8.1,59.4,15.1,32.4,3.4,11.5,10809.846153846154,47.900000000000006,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,8814,26.0,94.7,2250.0,58.9,97.9,13.2,9.1,57.7,80.5,31.4,1.0,9.8,4407.0,68.7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,8814,33.9,102.6,1955.0,51.3,80.8,14.4,19.5,34.2,40.8,32.8,3.0,7.9,4407.0,68.69999999999999,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9,104606,42.8,93.9,745.5358957806277,67.2,95.0,13.3,4.9,28.8,59.0,34.0,2.6,10.3,10460.6,51.10000000000001,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
11,128554,14.8,98.1,1368.0,51.0,84.1,13.7,9.9,36.6,95.6,28.749999999999996,2.6,11.4,10712.833333333334,83.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,8814,23.7,103.5,673.3213450604304,30.4,94.1,13.8,3.5,33.5,88.0,33.5,0.7,6.9,4407.0,79.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
14,164476,37.0,101.9,2836.0,41.7,92.3,13.7,12.1,46.1,75.6,32.3,0.7,6.9,10965.066666666668,64.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
14,164476,13.2,101.2,970.0,66.2,85.1,13.7,9.3,39.0,86.4,32.1,0.6,8.9,10965.066666666668,88.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,116580,25.2,104.6,2087.0,38.4,78.9,11.7,11.7,46.0,51.9,34.7,1.8,7.1,10598.181818181818,79.39999999999999,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,8814,10.1,88.8,2274.0,43.3,80.6,11.9,7.4,30.6,99.2,34.8,1.8,11.6,4407.0,78.7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
6,68684,35.3,113.3,1212.0,34.7,78.7,13.4,5.9,21.2,37.6,31.0,0.8,6.2,9812.0,78.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
9,104606,26.8,97.6,2378.0,30.4,94.5,14.2,8.5,17.2,42.1,28.749999999999996,1.1,6.7,10460.6,70.8,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
4,44736,19.5,89.3,2369.0,51.4,92.4,12.6,16.9,52.2,60.4,33.6,0.6,9.5,8947.2,69.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,44736,15.1,89.6,1576.0,54.1,84.2,13.4,14.3,47.9,94.8,28.749999999999996,0.8,7.2,8947.2,74.5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4,44736,31.8,102.3,3375.0,31.6,81.5,13.7,3.1,36.9,40.5,33.3,2.5,5.9,8947.2,70.5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
14,164476,17.1,89.2,1342.0,32.7,73.5,14.3,4.1,53.9,34.9,31.6,3.5,11.5,10965.066666666668,72.1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5,56710,16.9,97.6,1766.0,38.7,98.9,13.8,10.6,53.6,48.1,28.749999999999996,2.6,11.3,9451.666666666666,80.69999999999999,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7,80658,33.4,102.3,770.0,43.3,89.0,12.7,5.1,49.3,77.0,34.9,3.2,8.6,10082.25,68.9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,20788,14.6,98.9,2325.0,64.2,85.5,12.6,14.5,44.0,34.5,31.4,2.4,7.3,6929.333333333333,84.30000000000001,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10,116580,23.8,100.1,2062.0,40.0,84.9,14.5,7.2,17.6,56.9,31.6,0.9,8.2,10598.181818181818,76.3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
12,140528,30.5,105.1,1158.0,42.1,88.3,13.5,20.2,45.9,76.3,34.0,2.0,11.1,10809.846153846154,74.6,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7,80658,36.1,102.1,1511.0,57.2,72.2,14.2,7.4,49.9,88.9,31.2,3.6,6.4,10082.25,66.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
9,104606,43.7,95.4,1802.0,66.7,89.5,14.0,6.3,26.6,97.4,34.0,3.4,9.9,10460.6,51.7,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
8,92632,42.7,105.7,2383.0,57.3,90.1,14.0,12.3,51.0,74.7,34.5,1.5,9.0,10292.444444444445,63.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,68684,26.8,99.0,2238.0,23.3,81.6,12.8,8.7,32.1,83.6,33.4,2.6,5.5,9812.0,72.2,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
6,68684,42.2,92.6,2508.0,62.7,82.2,12.6,5.7,43.3,99.1,34.4,3.2,8.0,9812.0,50.39999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,92632,32.5,103.2,1204.0,55.7,75.0,13.1,4.9,58.5,64.0,32.9,0.7,7.9,10292.444444444445,70.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4,44736,28.7,91.8,1606.0,57.4,77.0,13.1,8.2,31.3,84.6,31.3,3.1,8.4,8947.2,63.099999999999994,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7,80658,37.9,92.8,2489.0,47.0,75.1,14.0,11.4,57.2,16.1,31.4,3.0,8.1,10082.25,54.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,8814,30.5,116.19999999999999,1200.0,52.7,85.1,14.1,9.3,32.8,85.2,34.7,3.7,6.2,4407.0,85.69999999999999,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10,116580,16.9,102.3,1290.0,28.0,85.6,13.2,5.1,32.3,94.6,32.2,3.9,7.2,10598.181818181818,85.4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6,68684,40.2,98.8,1002.0,67.9,82.3,14.0,12.1,59.0,92.7,34.4,2.9,8.0,9812.0,58.599999999999994,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,44736,18.5,89.0,1503.4390320385878,46.7,90.0,14.2,14.5,26.2,78.2,34.9,3.8,6.9,8947.2,70.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
10,116580,43.4,94.6,839.0,47.3,90.7,12.0,6.3,40.0,80.6,31.9,2.2,8.9,10598.181818181818,51.199999999999996,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
14,164476,36.4,97.0,2166.0,41.3,87.5,12.5,14.7,42.1,41.5,34.8,3.3,7.6,10965.066666666668,60.6,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
13,152502,19.0,99.9,1792.0,56.1,73.2,14.2,13.4,44.8,57.9,33.2,1.7,9.1,10893.0,80.9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9,104606,32.7,98.7,2044.0,39.7,85.1,14.1,9.3,44.5,33.4,34.8,0.7,8.9,10460.6,66.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5,56710,27.3,116.19999999999999,2456.0,54.9,86.8,14.0,14.0,21.3,39.3,33.5,2.3,9.5,9451.666666666666,88.89999999999999,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
14,164476,35.2,103.2,2054.0,33.5,87.2,14.5,5.4,38.8,24.0,34.7,2.4,7.9,10965.066666666668,68.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,20788,28.0,96.3,3297.0,49.6,75.5,13.1,8.0,37.3,97.6,33.3,3.4,5.5,6929.333333333333,68.3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
9,104606,44.8,116.19999999999999,1309.0,51.3,91.1,12.7,11.0,34.1,47.8,34.1,2.1,5.3,10460.6,71.39999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,68684,34.0,90.0,1176.0,54.1,76.1,12.4,20.9,33.9,31.8,33.7,1.0,7.7,9812.0,56.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,20788,42.6,91.6,764.0,33.3,92.4,13.9,13.2,24.7,79.8,32.4,3.2,10.5,6929.333333333333,48.99999999999999,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11,128554,19.6,102.4,2798.0,32.5,71.7,13.6,6.3,31.9,82.9,32.3,0.6,11.2,10712.833333333334,82.80000000000001,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7,80658,28.3,88.2,1753.383090774145,41.4,90.7,13.6,8.1,51.8,79.4,34.1,2.1,9.0,10082.25,59.900000000000006,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
13,152502,17.5,102.6,1914.0,62.1,86.3,11.6,13.4,35.3,45.6,33.5,3.3,7.8,10893.0,85.1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,8814,18.5,99.5,2324.0,22.1,86.6,13.6,4.6,50.9,93.8,33.0,2.5,10.5,4407.0,81.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
14,164476,24.6,94.6,1325.0,41.7,76.1,13.3,14.9,50.1,48.3,34.1,3.6,8.2,10965.066666666668,70.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10,116580,27.0,98.9,2212.0,51.8,93.5,13.2,7.9,53.4,56.9,32.4,2.3,9.7,10598.181818181818,71.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6,68684,37.1,99.0,2310.0,32.6,71.8,13.4,8.6,36.6,57.5,34.1,0.6,6.8,9812.0,61.9,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7,80658,33.2,100.5,1459.0,33.5,73.1,13.9,14.6,30.8,87.1,33.2,0.6,6.7,10082.25,67.3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8,92632,34.8,97.7,1567.0,59.7,76.1,14.0,9.6,32.0,99.2,28.749999999999996,1.0,7.6,10292.444444444445,62.900000000000006,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6,68684,33.0,105.6,1301.0,56.0,73.2,14.2,19.0,59.1,43.9,33.8,0.5,7.1,9812.0,72.6,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
10,116580,27.0,88.2,1346.0,46.0,75.5,12.8,11.7,19.4,16.6,31.2,3.8,7.6,10598.181818181818,61.2,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4,44736,14.3,89.7,1193.0,57.2,88.1,13.9,3.9,46.6,98.0,33.4,1.4,11.2,8947.2,75.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,164476,23.1,88.6,1462.0,27.1,96.1,13.3,4.1,35.2,89.4,34.1,2.4,9.9,10965.066666666668,65.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,44736,40.6,92.9,1112.3931387528603,48.5,91.8,14.1,13.8,18.4,44.3,32.5,1.6,7.7,8947.2,52.300000000000004,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5,56710,19.4,94.1,1780.0,61.0,94.4,13.7,18.6,30.7,83.4,34.4,1.6,5.3,9451.666666666666,74.69999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,44736,13.6,102.3,1996.0,54.4,98.8,12.7,12.9,52.4,37.3,28.749999999999996,1.2,5.8,8947.2,88.7,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,8814,40.6,103.4,2150.0,26.8,90.0,13.2,11.7,58.1,35.0,32.5,2.8,10.0,4407.0,62.800000000000004,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,8814,43.4,102.8,1365.0,59.5,70.4,14.3,16.9,42.8,81.7,31.1,0.6,6.2,4407.0,59.4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9,104606,18.2,93.8,2492.0,29.6,73.0,13.4,5.5,46.9,37.5,33.2,3.2,7.0,10460.6,75.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
13,152502,38.0,95.2,2392.0,62.8,86.2,13.7,4.2,39.1,42.4,33.5,0.8,8.9,10893.0,57.2,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
