Vehicle_ID,Brand,Model,Vehicle_Age_Years,Odometer_Reading_km,Ambient_Temperature_C,Engine_Temp_C,Engine_RPM,Oil_Pressure_psi,Coolant_Level_pct,Battery_Voltage_V,Mass_Airflow_Rate_gs,Throttle_Position_pct,Brake_Pad_Wear_pct,Tire_Pressure_psi,Vibration_Level_mm_s,Fuel_Consumption_L_100km,Fault_Status,Faulty_Unit,Fault_Type,Fault_Severity
DL3CHD8842,Hyundai,i10,3,32762,20.2,94.2,2416.0,46.0,81.0,13.0,12.2,54.4,42.5,33.4,2.8,5.4,0,No Fault,No Fault,0
DL12CSU1881,Hyundai,i10,12,140528,30.7,121.1,1870.0,64.4,92.1,14.1,13.5,59.0,71.0,33.1,1.0,11.0,1,Cooling System,Overheating,8
DL11CUJ7388,Tata,Tiago,3,32762,35.9,99.9,1208.0,56.8,74.0,12.6,9.7,30.9,80.4,31.3,2.9,8.9,0,No Fault,No Fault,0
DL10CCF9260,Maruti Suzuki,Wagon R,12,140528,40.5,90.4,2329.0,20.7,85.9,14.1,13.5,47.1,52.1,33.0,2.6,5.5,1,Engine,Low Oil Pressure,10
DL6CVY7139,maruti suzuki,Baleno,1,8814,19.1,104.6,1209.0,35.1,78.0,13.4,17.7,27.2,99.8,33.6,2.7,9.5,1,Sensors,MAF Sensor Failure,6
DL7CRR5807,Tata,Tiago,4,44736,13.4,93.1,1520.0,37.7,75.5,12.6,13.5,28.9,78.2,34.8,1.8,11.8,0,No Fault,No Fault,0
DL4CCL3657,Tata,Tiago,2,20788,35.3,94.4,2495.0,57.2,80.1,13.7,8.3,54.0,51.7,34.8,3.2,6.2,0,No Fault,No Fault,0
DL2CNV8442,Hyundai,Creta,12,140528,35.7,97.0,843.0,33.2,71.2,13.3,3.1,19.4,48.8,23.0,2.2,10.5,1,Tires,Low Tire Pressure,1
DL1CHJ5780,Maruti Suzuki,Dzire,7,80658,40.9,88.6,2467.0,37.3,96.8,12.8,10.6,49.1,80.2,32.7,2.7,6.3,0,No Fault,No Fault,0
DL7CPK9243,maruti suzuki,Swift,11,128554,10.2,104.6,2425.0,49.4,74.8,14.4,3.3,33.9,20.5,32.7,3.7,10.2,1,Brake System,Worn Brakes,4
DL12CFO7392,Maruti Suzuki,Swift,11,128554,18.7,105.5,2199.0,21.6,86.8,13.0,9.0,54.1,50.0,31.1,2.0,8.0,1,Engine,Low Oil Pressure,10
DL1CFO4056,maruti suzuki,Swift,2,20788,35.2,105.2,1975.0,66.9,95.1,11.7,8.5,32.6,79.7,33.6,3.7,5.5,1,Electrical System,Charging Failure,6
DL11COL9526,Maruti Suzuki,Dzire,1,8814,41.3,89.3,2069.0,58.3,88.4,13.7,13.3,59.5,38.8,28.8,1.9,5.3,1,Tires,Low Tire Pressure,3
DL1CJJ9122,tata,Nexon,11,128554,13.1,107.3,1714.0,46.0,95.9,13.8,3.9,36.7,49.9,34.0,1.1,6.7,1,Cooling System,Overheating,9
DL6CRR6869,Hyundai,i10,7,80658,31.3,104.5,1694.0,28.1,82.0,14.1,7.8,35.3,38.7,31.3,0.9,6.3,0,No Fault,No Fault,0
DL1CUU6439,Mahindra,Thar,10,116580,41.3,98.4,1848.0,59.9,98.0,14.3,5.9,46.2,87.9,31.6,1.5,8.4,0,No Fault,No Fault,0
DL10COV3356,Maruti Suzuki,Wagon R,9,104606,15.0,92.8,1931.0,35.2,93.7,12.4,8.8,31.6,73.5,31.5,2.1,11.0,1,Transmission,Transmission Slip,10
DL11CXE2941,Maruti Suzuki,Baleno,2,20788,27.9,93.2,1295.0,33.8,82.4,14.2,17.2,37.4,43.7,34.9,2.8,5.3,1,Sensors,MAF Sensor Failure,5
DL7CPI1895,Tata,Tiago,3,32762,30.6,92.6,1681.0,54.9,87.8,11.7,12.8,45.1,31.6,34.8,2.9,5.4,1,Electrical System,Charging Failure,7
DL12CDL6176,Tata,Nexon,1,8814,18.0,95.6,1930.0,58.3,97.5,11.6,8.6,36.0,54.7,34.1,2.7,6.4,1,Electrical System,Charging Failure,7
DL9CTZ7775,Honda,City,3,32762,30.5,101.6,1520.0,33.7,90.9,13.2,11.7,22.5,95.6,31.9,3.8,8.4,0,No Fault,No Fault,0
DL5CMP3721,Tata,Tiago,3,32762,44.4,92.2,2303.0,36.6,95.4,14.1,19.7,56.6,90.2,34.6,3.5,11.8,1,Sensors,MAF Sensor Failure,5
DL4CRZ6833,Hyundai,Venue,2,20788,22.0,109.5,1252.0,53.0,81.6,13.0,10.8,57.1,86.7,34.6,1.6,9.0,1,Cooling System,Overheating,7
DL8CTL1472,Maruti Suzuki,Swift,9,104606,44.5,88.4,2144.0,29.4,97.3,13.8,11.4,55.3,56.1,34.6,1.6,8.7,1,Transmission,Transmission Slip,9
DL1CXR6779,Maruti Suzuki,Swift,11,128554,18.4,96.0,931.9269987815328,29.5,77.5,12.5,11.3,52.1,85.1,31.2,3.0,8.9,1,Fuel System,Fuel Injector Clog,6
DL3CSL2904,Tata,Nexon,10,116580,28.2,98.1,1099.0,22.0,82.3,14.2,11.1,41.1,94.9,33.3,2.4,11.7,1,Engine,Low Oil Pressure,10
DL10CLO9702,Hyundai,Venue,5,56710,44.7,92.8,1662.3436250939992,54.7,88.0,14.1,12.2,56.8,84.4,32.7,2.0,7.8,1,Fuel System,Fuel Injector Clog,6
DL7CYH7268,Mahindra,Thar,13,152502,39.6,103.2,907.0,33.8,83.6,13.2,22.1,59.9,85.5,33.8,3.3,5.4,1,Sensors,MAF Sensor Failure,6
DL8CUN9619,Honda,City,12,140528,15.8,91.8,2213.0,64.1,94.9,13.1,7.0,19.5,62.7,28.7,2.7,7.1,1,Tires,Low Tire Pressure,1
DL5CCU5254,Hyundai,Venue,13,152502,39.1,89.1,1863.4675855700473,48.9,97.7,12.7,4.2,50.2,39.5,31.5,2.4,9.4,1,Fuel System,Fuel Injector Clog,5
DL9CPT3172,Hyundai,Creta,2,20788,18.3,93.0,2497.0,59.3,92.2,13.2,12.9,35.2,71.0,32.8,1.4,8.2,0,No Fault,No Fault,0
DL7CIE6390,Honda,City,3,32762,22.1,100.1,1978.0,40.4,97.0,13.2,9.3,46.0,36.6,24.8,1.3,6.4,1,Tires,Low Tire Pressure,3
DL10CDB4026,Mahindra,Scorpio,9,104606,23.5,99.5,2170.0,20.1,70.8,13.7,3.8,43.0,75.5,32.1,2.6,9.2,1,Engine,Low Oil Pressure,10
DL3CSX4581,Maruti Suzuki,Swift,9,104606,14.7,92.5,1439.0,42.6,77.3,13.7,14.2,34.0,80.5,32.3,2.6,9.7,0,No Fault,No Fault,0
DL5CYV7953,Maruti Suzuki,Wagon R,14,164476,22.4,103.7,2286.0,29.0,98.7,14.5,10.4,44.3,92.1,32.1,2.5,10.5,0,No Fault,No Fault,0
DL11CAG9056,Hyundai,Creta,11,128554,43.2,98.0,1133.0,56.8,75.7,12.6,11.3,59.2,90.6,32.5,3.6,6.7,0,No Fault,No Fault,0
DL12CTT4307,Maruti Suzuki,Baleno,12,140528,28.1,105.0,2078.0,27.6,71.1,13.9,3.7,53.8,52.7,31.0,1.2,6.9,1,Engine,Low Oil Pressure,10
DL10CYG4622,Tata,Tiago,4,44736,35.6,89.8,1116.0,62.2,78.3,12.6,3.1,58.7,67.9,31.8,2.3,8.6,0,No Fault,No Fault,0
DL8CTC1414,Honda,Amaze,13,152502,33.5,93.8,1324.0,63.2,76.4,12.9,7.1,16.6,84.0,31.5,3.5,9.9,0,No Fault,No Fault,0
DL2CRZ1309,Maruti Suzuki,Baleno,14,164476,20.4,102.2,1240.0,38.2,74.8,13.9,15.0,57.1,34.0,34.0,3.7,8.4,0,No Fault,No Fault,0
DL2CSK3365,Maruti Suzuki,Dzire,10,116580,34.6,89.8,1085.0,44.0,92.9,13.6,6.0,38.9,59.9,34.7,2.1,8.9,0,No Fault,No Fault,0
DL6CWG7936,Honda,City,10,116580,31.2,99.0,1670.0,20.5,79.3,14.3,10.3,24.7,85.5,32.0,3.7,8.8,1,Engine,Low Oil Pressure,10
DL6CBO4862,Maruti Suzuki,Dzire,13,152502,29.5,101.0,2116.0,57.7,90.7,14.3,17.6,17.1,79.9,34.7,2.4,9.0,1,Sensors,MAF Sensor Failure,4
DL6CGZ3425,Hyundai,Venue,12,140528,20.1,90.4,1022.3902005907083,62.7,72.3,13.4,13.4,18.3,94.7,33.1,2.9,6.7,1,Fuel System,Fuel Injector Clog,5
DL10CEZ3734,Maruti Suzuki,Dzire,3,32762,31.2,88.6,1256.0,60.7,78.2,13.9,23.5,57.6,76.7,35.0,2.0,12.0,1,Sensors,MAF Sensor Failure,5
DL10CCJ3486,Honda,City,3,32762,28.8,94.8,3087.0,28.0,74.1,13.9,3.9,52.1,87.9,32.7,2.0,6.5,1,Transmission,Transmission Slip,8
DL9CGG2043,Maruti Suzuki,Wagon R,3,32762,12.8,98.3,1203.0,61.5,99.7,14.1,11.7,23.9,79.7,25.1,2.3,7.5,1,Tires,Low Tire Pressure,2
DL12CKP9962,Maruti Suzuki,Dzire,1,8814,32.4,94.8,904.0,60.6,90.9,13.1,10.3,32.2,20.3,31.6,0.8,5.0,1,Brake System,Worn Brakes,3
DL8CUF6541,Maruti Suzuki,Dzire,13,152502,19.4,97.9,1970.0,65.6,84.6,12.5,7.2,36.1,75.2,26.0,3.9,7.6,1,Tires,Low Tire Pressure,2
DL1CLY7288,Tata,Nexon,8,92632,20.1,91.2,1136.0,33.3,89.4,13.6,9.9,25.4,83.3,23.3,1.8,6.9,1,Tires,Low Tire Pressure,1
DL8CXT1784,Mahindra,XUV300,6,68684,15.4,98.1,2128.0,24.8,92.5,14.2,8.0,50.3,78.9,31.2,3.8,10.9,1,Engine,Low Oil Pressure,10
DL7CTA6986,Maruti Suzuki,Dzire,11,128554,36.8,121.5,1913.0,39.3,70.0,14.0,6.8,35.0,53.2,33.6,2.9,6.7,1,Cooling System,Overheating,8
DL5CIA5535,Maruti Suzuki,Dzire,12,140528,33.2,93.3,2404.0,34.3,93.7,12.8,14.3,48.6,69.4,33.1,2.5,8.6,1,Transmission,Transmission Slip,8
DL9CVV5691,Tata,Nexon,1,8814,19.1,88.1,2365.0,60.1,94.5,13.3,14.9,54.1,39.2,34.1,3.8,11.5,0,No Fault,No Fault,0
DL7CVB9046,Maruti Suzuki,Swift,12,140528,21.0,101.7,1566.0,31.6,78.9,13.3,8.7,23.6,43.3,32.3,1.0,5.8,0,No Fault,No Fault,0
DL7CVG2071,Honda,City,1,8814,41.8,117.4,2022.0,60.6,94.8,13.3,9.5,47.1,30.3,32.7,1.9,11.1,1,Cooling System,Overheating,9
DL1COR7747,tata,Nexon,7,80658,38.4,105.2,1718.0257020108236,52.4,,12.9,,45.1,30.6,33.7,1.6,11.5,1,Fuel System,Fuel Injector Clog,4
DL9CCP8605,maruti suzuki,Swift,1,8814,28.8,100.1,2006.0,23.4,,14.4,,17.4,80.9,31.5,3.9,7.3,1,Engine,Low Oil Pressure,10
DL8COF8468,Tata,Tiago,5,56710,22.4,88.6,2393.0,31.9,78.2,13.9,12.0,45.8,75.0,31.5,1.6,5.6,0,No Fault,No Fault,0
DL12CLT7720,Mahindra,Thar,12,140528,15.1,88.9,1853.0,53.7,76.4,12.8,14.4,56.4,67.9,35.0,1.0,9.1,0,No Fault,No Fault,0
DL1CRL3421,Mahindra,Scorpio,8,92632,10.3,90.6,1033.0,28.1,76.7,12.2,12.8,41.3,72.8,34.2,0.9,8.0,1,Electrical System,Charging Failure,6
DL5CLS8118,Maruti Suzuki,Baleno,9,104606,36.0,88.7,1259.0,62.1,70.8,13.5,4.4,17.1,32.7,33.9,0.9,5.3,0,No Fault,No Fault,0
DL5CLZ4871,Tata,Tiago,5,56710,42.6,93.3,2091.0,58.5,85.8,12.8,7.7,26.7,52.0,34.8,2.9,10.9,0,No Fault,No Fault,0
DL12CJV6917,Tata,Nexon,2,20788,21.4,96.8,1820.0386422934116,39.6,94.4,13.6,8.6,35.9,93.7,32.5,3.7,11.6,1,Fuel System,Fuel Injector Clog,5
DL7CBM6975,Maruti Suzuki,Baleno,7,80658,16.3,94.4,1096.0,40.5,75.5,12.7,9.3,22.6,80.7,28.6,3.4,9.1,1,Tires,Low Tire Pressure,2
DL3COL3157,Maruti Suzuki,Dzire,14,164476,30.2,92.0,724.0,46.2,72.5,12.6,10.9,19.5,77.3,31.0,3.6,6.9,0,No Fault,No Fault,0
DL3CHN9580,Maruti Suzuki,Baleno,3,32762,30.3,105.5,1500.0,30.4,74.3,12.9,21.4,47.2,95.6,33.6,0.7,7.4,1,Sensors,MAF Sensor Failure,4
DL2CKK6989,Tata,Nexon,2,20788,17.2,95.2,1817.0,54.0,94.9,13.5,13.8,46.7,99.1,31.2,1.0,9.4,0,No Fault,No Fault,0
DL10CSN7855,Honda,Amaze,8,92632,32.2,104.2,1733.0,58.8,80.2,12.7,5.3,37.0,98.4,26.0,3.5,9.8,1,Tires,Low Tire Pressure,1
DL9CGV7802,Hyundai,i10,12,140528,28.5,94.8,1145.0,61.2,84.5,12.1,13.6,56.4,95.7,31.4,2.0,8.0,1,Electrical System,Charging Failure,6
DL2CCR3802,Mahindra,XUV300,4,44736,18.5,99.7,897.0,34.6,83.6,11.5,9.9,46.1,31.1,32.7,1.2,6.2,1,Electrical System,Charging Failure,5
DL2CFV7188,Tata,Tiago,10,116580,28.1,101.2,1736.0,62.3,84.5,12.9,22.9,41.5,93.9,34.8,3.0,9.5,1,Sensors,MAF Sensor Failure,4
DL1CPX9738,Honda,City,4,44736,11.4,103.0,1115.0,45.2,84.7,12.0,3.2,57.1,90.3,31.5,1.6,8.4,1,Electrical System,Charging Failure,5
DL5CLQ4637,Maruti Suzuki,Baleno,6,68684,18.8,115.6,1706.0,40.8,76.0,14.2,14.1,30.1,48.2,33.4,1.9,5.9,1,Cooling System,Overheating,9
DL2CCO5441,Tata,Nexon,1,8814,37.0,103.4,1076.0,38.0,79.5,13.4,14.0,55.3,34.1,28.5,1.8,9.3,1,Tires,Low Tire Pressure,1
DL9CKF8717,maruti suzuki,Dzire,13,152502,16.3,92.0,731.0,39.5,,14.5,,55.1,66.9,25.7,1.1,10.6,1,Tires,Low Tire Pressure,2
DL6CQX5925,Hyundai,Venue,10,116580,39.8,88.5,1550.0,33.4,75.8,12.6,21.9,51.3,64.3,32.5,3.2,11.3,1,Sensors,MAF Sensor Failure,4
DL2CGV2132,Maruti Suzuki,Baleno,2,20788,20.7,88.7,1335.0,27.9,90.3,13.9,5.8,36.2,77.1,31.6,0.8,9.4,1,Engine,Low Oil Pressure,10
DL11CFD4344,Maruti Suzuki,Wagon R,5,56710,14.1,98.3,3714.0,45.3,90.4,14.5,4.3,42.3,57.4,31.6,2.6,5.3,1,Transmission,Transmission Slip,9
DL4CMH1671,Maruti Suzuki,Wagon R,10,116580,32.9,94.4,1032.0,67.1,72.2,13.0,10.4,19.1,97.3,33.1,3.5,10.0,0,No Fault,No Fault,0
DL2CRB7068,Mahindra,Scorpio,14,164476,12.3,102.6,1510.0,30.5,81.7,12.9,8.5,24.2,69.2,32.8,2.8,9.0,0,No Fault,No Fault,0
DL6CPQ1447,Hyundai,Creta,9,104606,29.6,88.6,2375.0,55.9,82.5,13.4,6.1,35.8,39.4,32.3,3.6,9.0,0,No Fault,No Fault,0
DL4CWX8441,Maruti Suzuki,Wagon R,8,92632,15.7,101.8,2219.0,30.1,97.3,13.3,23.5,47.1,54.7,33.8,3.7,6.7,1,Sensors,MAF Sensor Failure,4
DL2CLH5514,Hyundai,Creta,10,116580,15.9,105.9,862.0,32.9,88.3,12.7,5.8,34.8,86.3,32.8,2.2,8.3,0,No Fault,No Fault,0
DL4CBE9215,Honda,Amaze,4,44736,26.1,105.6,1756.0,60.0,84.1,14.4,11.4,52.3,5.9,33.1,1.9,9.7,1,Brake System,Worn Brakes,3
DL4CIF4737,Maruti Suzuki,Baleno,3,32762,28.5,92.9,1817.0,67.5,99.7,14.4,12.3,29.7,65.4,34.2,0.7,5.3,0,No Fault,No Fault,0
DL6CQV9458,Mahindra,XUV300,5,56710,25.8,95.9,2078.0,46.5,77.9,13.3,7.7,49.6,68.0,31.2,3.9,6.1,0,No Fault,No Fault,0
DL4CNP5335,Maruti Suzuki,Wagon R,12,140528,40.9,88.9,1045.0,31.3,86.4,13.7,8.3,27.2,52.9,25.7,1.5,11.9,1,Tires,Low Tire Pressure,1
DL6CAE3288,Maruti Suzuki,Dzire,4,44736,22.8,89.5,2262.0,61.1,75.4,13.0,3.8,39.5,63.2,27.3,2.9,10.0,1,Tires,Low Tire Pressure,1
DL1CXP3536,Maruti Suzuki,Swift,6,68684,44.4,88.6,918.0,18.7,82.4,13.0,9.6,41.5,93.0,33.5,3.2,5.9,1,Engine,Low Oil Pressure,10
DL4COQ1833,Honda,City,2,20788,33.1,105.4,746.5379756326568,50.8,71.5,14.1,6.1,45.8,84.0,31.3,1.6,10.2,1,Fuel System,Fuel Injector Clog,4
DL2CMW4444,Tata,Tiago,10,116580,26.2,102.4,1473.0,62.9,89.6,13.9,7.4,48.1,92.5,32.9,3.1,7.7,0,No Fault,No Fault,0
DL3CAY2487,Tata,Tiago,8,92632,32.6,94.6,755.0,30.0,79.0,13.2,11.1,44.2,36.0,31.9,1.3,9.5,0,No Fault,No Fault,0
DL10CRJ6759,Hyundai,Venue,11,128554,14.8,97.2,1063.0,28.2,71.4,14.0,11.4,37.2,70.0,33.7,1.1,5.1,0,No Fault,No Fault,0
DL9CQV2670,Mahindra,Thar,8,92632,13.9,96.5,956.0,64.6,72.0,12.1,9.4,20.7,58.9,34.3,2.6,6.8,1,Electrical System,Charging Failure,5
DL6CZB8763,Mahindra,Scorpio,5,56710,35.9,101.2,1092.0,36.0,86.5,11.7,13.2,52.0,30.1,31.2,3.7,7.5,1,Electrical System,Charging Failure,5
DL10CPD5731,Maruti Suzuki,Swift,3,32762,34.0,94.1,1152.0,30.9,90.5,13.9,14.5,46.4,67.9,34.7,0.8,11.3,0,No Fault,No Fault,0
DL7CZE7912,Tata,Tiago,13,152502,27.7,105.9,1849.0,50.6,97.0,13.4,24.7,25.2,85.2,31.1,1.8,11.1,1,Sensors,MAF Sensor Failure,5
DL4CVN3408,Maruti Suzuki,Swift,12,140528,42.8,91.0,2241.0,35.5,89.3,13.3,11.8,56.8,57.7,34.7,3.2,11.5,1,Transmission,Transmission Slip,8
DL11CLK8648,Honda,Amaze,4,44736,39.6,100.7,1332.0,39.8,84.0,14.2,3.9,52.3,68.4,25.4,3.1,10.5,1,Tires,Low Tire Pressure,1
DL3CYW2616,Tata,Tiago,3,32762,17.2,93.3,1350.0,65.9,95.9,14.1,5.4,47.7,89.3,25.0,2.1,9.2,1,Tires,Low Tire Pressure,1
DL7CZU6756,Tata,Harrier,10,116580,24.9,92.2,1455.0,64.2,91.0,12.5,19.2,40.9,72.8,31.7,2.4,9.3,1,Sensors,MAF Sensor Failure,6
DL9CVY3212,Hyundai,i10,2,20788,31.8,95.2,2831.0,51.7,87.1,12.7,4.2,37.0,83.9,32.1,1.7,8.6,1,Transmission,Transmission Slip,9
DL4CZW7134,Honda,City,12,140528,39.0,100.1,1953.0,47.1,75.7,14.1,5.4,15.4,40.8,32.0,2.8,11.3,0,No Fault,No Fault,0
DL3CYI4553,Maruti Suzuki,Baleno,6,68684,36.8,100.9,2144.0,35.6,99.3,14.1,10.8,15.4,86.3,32.2,3.4,10.0,0,No Fault,No Fault,0
DL2CGM3884,Hyundai,i10,9,104606,18.2,92.7,1602.0652093643707,32.6,92.2,14.3,12.3,31.9,59.3,31.5,1.5,9.2,1,Fuel System,Fuel Injector Clog,5
DL2CLB8141,Tata,Tiago,2,20788,42.7,100.2,931.164091201296,33.8,79.8,12.6,13.9,35.3,98.6,33.2,2.9,11.4,1,Fuel System,Fuel Injector Clog,6
DL3CKQ5178,Maruti Suzuki,Dzire,5,56710,38.5,91.8,1012.0,27.0,87.5,13.6,8.6,27.8,47.9,32.6,2.3,9.0,1,Engine,Low Oil Pressure,10
DL12CTU3783,Tata,Nexon,2,20788,43.5,101.1,2307.0,66.9,85.1,13.5,10.1,35.2,34.2,35.0,3.0,10.9,0,No Fault,No Fault,0
DL10CMB3104,Hyundai,i10,2,20788,41.1,97.5,1138.1499783793013,49.3,84.3,13.3,7.3,50.1,59.7,33.0,1.4,5.9,1,Fuel System,Fuel Injector Clog,6
DL5CDW2895,Maruti Suzuki,Wagon R,14,164476,30.1,95.6,1070.0,57.1,70.5,14.3,14.5,29.2,95.7,24.5,1.6,11.7,1,Tires,Low Tire Pressure,2
DL6CMC8179,Tata,Nexon,10,116580,30.4,104.2,952.0,55.2,99.5,12.8,21.9,35.7,33.3,33.5,2.8,10.3,1,Sensors,MAF Sensor Failure,5
DL9CGI3847,Maruti Suzuki,Wagon R,3,32762,17.0,100.1,1150.0,62.1,96.2,13.0,5.2,57.2,77.5,31.8,1.5,11.9,0,No Fault,No Fault,0
DL8CBD4174,Tata,Tiago,4,44736,13.5,97.4,759.0,47.2,89.4,13.2,7.8,22.3,32.0,31.0,1.6,11.6,0,No Fault,No Fault,0
DL7CZI9343,Maruti Suzuki,Baleno,13,152502,10.0,114.1,2218.0,46.8,75.5,13.1,9.6,43.1,82.7,31.4,1.8,11.3,1,Cooling System,Overheating,8
DL11CNH2903,maruti suzuki,Dzire,8,92632,33.7,105.0,1685.7961157744974,58.6,,12.5,,50.1,95.3,34.5,2.6,6.6,1,Fuel System,Fuel Injector Clog,4
DL11CNH6674,Maruti Suzuki,Baleno,11,128554,25.6,104.5,2403.0,31.7,78.4,12.9,8.8,56.2,69.5,33.7,3.9,8.8,0,No Fault,No Fault,0
DL7CAB9304,Mahindra,Thar,8,92632,43.0,89.1,2407.0,55.0,85.1,14.3,5.1,16.6,97.7,34.9,1.5,6.4,0,No Fault,No Fault,0
DL4CIS5528,Maruti Suzuki,Dzire,13,152502,20.6,98.8,2125.0,31.9,93.1,13.9,3.5,56.1,18.0,33.1,2.2,7.0,1,Brake System,Worn Brakes,4
DL11CWC4416,Maruti Suzuki,Swift,13,152502,18.6,100.0,795.0,53.3,72.0,12.9,12.3,33.7,33.8,27.4,1.8,6.6,1,Tires,Low Tire Pressure,3
DL12CXC6953,Tata,Tiago,1,8814,35.1,94.8,1892.0,31.0,88.3,12.8,5.4,45.2,58.5,34.5,2.6,8.4,0,No Fault,No Fault,0
DL8CBL9514,Hyundai,i10,13,152502,26.0,98.5,1749.0,35.9,99.3,14.5,5.3,58.7,21.2,31.4,0.5,5.1,1,Brake System,Worn Brakes,3
DL1CCE2458,Tata,Nexon,1,8814,21.6,96.8,1149.0,59.0,81.2,14.5,12.8,37.1,85.5,31.7,1.3,6.7,0,No Fault,No Fault,0
DL8CPN2728,Maruti Suzuki,Wagon R,10,116580,32.6,88.1,1413.0,25.3,91.2,13.4,14.8,18.6,89.7,32.2,1.2,6.1,1,Engine,Low Oil Pressure,10
DL6CHD1832,Mahindra,Thar,4,44736,31.5,95.4,1554.0,62.4,94.1,14.4,14.3,25.5,93.0,23.2,2.7,10.3,1,Tires,Low Tire Pressure,2
DL10CGX9542,Maruti Suzuki,Wagon R,1,8814,19.8,89.7,2110.712581939394,35.8,79.9,13.8,5.5,58.2,35.5,31.4,2.1,8.9,1,Fuel System,Fuel Injector Clog,6
DL10CWM7464,hyundai,Creta,1,8814,37.2,94.1,1023.0,37.6,,14.3,,55.7,71.2,34.8,1.6,6.7,0,No Fault,No Fault,0
DL7CRS3772,Maruti Suzuki,Dzire,5,56710,15.8,101.4,1212.0,48.0,83.9,12.9,10.4,25.9,40.8,32.5,1.4,8.2,0,No Fault,No Fault,0
DL7CEG7084,Honda,Amaze,4,44736,33.7,94.0,1485.0,64.1,92.2,13.5,8.4,42.8,54.9,33.7,0.6,9.5,0,No Fault,No Fault,0
DL5CDN3304,Maruti Suzuki,Swift,12,140528,31.6,104.5,978.0,50.3,85.0,13.0,11.8,45.0,84.7,25.1,2.2,8.9,1,Tires,Low Tire Pressure,1
DL8CUC3055,Tata,Tiago,10,116580,10.1,88.8,1206.0,28.9,83.5,13.0,10.8,16.7,19.6,32.7,0.9,9.8,1,Brake System,Worn Brakes,3
DL12COI9036,Hyundai,i10,14,164476,19.4,103.8,2329.0,55.4,87.7,13.8,7.7,43.6,41.3,32.8,3.3,8.5,0,No Fault,No Fault,0
DL1CJU7569,Hyundai,Venue,11,128554,14.8,99.2,1535.0,47.8,82.2,13.2,11.3,29.0,88.7,31.1,3.7,8.0,0,No Fault,No Fault,0
DL5CBT8166,Tata,Nexon,8,92632,44.5,94.9,1960.0,49.4,89.2,12.0,13.4,52.8,66.9,33.0,2.8,8.2,1,Electrical System,Charging Failure,7
DL11CMX6216,hyundai,Venue,13,152502,30.1,99.8,2298.0,62.3,,14.5,,28.5,86.2,33.3,1.1,7.2,1,Sensors,MAF Sensor Failure,6
DL7CXA7062,Honda,City,13,152502,24.9,96.5,874.0,47.6,84.9,13.5,3.5,25.0,20.5,31.5,0.8,9.3,1,Brake System,Worn Brakes,5
DL6CRP3552,Honda,Amaze,6,68684,11.4,104.5,1139.0,59.8,93.7,13.6,11.1,50.9,86.1,31.1,1.4,11.3,0,No Fault,No Fault,0
DL4CQV1866,Hyundai,Creta,4,44736,16.9,98.2,2390.0,33.2,90.7,13.1,13.1,29.5,35.9,33.3,3.5,7.4,0,No Fault,No Fault,0
DL8CMD1202,tata,Tiago,8,92632,19.2,97.0,1886.0,55.0,82.5,11.8,5.6,36.2,61.9,33.2,3.2,5.2,1,Electrical System,Charging Failure,7
DL1CGJ1324,Hyundai,i10,3,32762,17.4,88.3,1102.3772683960833,49.9,83.9,13.3,11.6,54.7,45.1,33.8,3.8,5.1,1,Fuel System,Fuel Injector Clog,6
DL7CBH4339,Hyundai,Venue,9,104606,24.0,105.9,1191.0,54.5,72.1,13.5,6.2,16.3,89.1,31.6,3.4,7.2,0,No Fault,No Fault,0
DL2CWB6983,Hyundai,i10,6,68684,41.8,92.7,2078.0,37.9,71.9,11.8,9.5,54.3,87.7,34.8,2.4,9.1,1,Electrical System,Charging Failure,5
DL9CHE3601,Hyundai,i10,4,44736,31.4,101.3,1195.8891207115691,35.7,72.5,14.3,14.2,30.7,79.7,33.6,2.3,7.8,1,Fuel System,Fuel Injector Clog,5
DL9CCE6782,Honda,City,11,128554,17.8,103.6,1348.0,63.7,75.8,12.0,13.8,30.9,80.8,34.6,0.8,6.4,1,Electrical System,Charging Failure,7
DL6CLS3880,maruti suzuki,Dzire,14,164476,12.9,88.4,2463.0,28.6,,13.3,,42.5,61.2,32.3,1.9,7.1,1,Sensors,MAF Sensor Failure,4
DL6CJC4309,hyundai,Venue,7,80658,37.2,121.4,1729.0,34.7,84.2,14.5,3.1,41.6,56.9,34.4,3.0,9.3,1,Cooling System,Overheating,8
DL8CVY3363,Honda,City,14,164476,39.9,100.0,1062.0,38.6,90.2,14.3,5.8,51.7,48.8,31.8,0.8,10.4,0,No Fault,No Fault,0
DL9CFQ8950,Tata,Harrier,14,164476,18.9,88.1,3703.0,51.8,90.2,14.0,4.7,15.4,57.7,33.7,3.6,5.3,1,Transmission,Transmission Slip,10
DL6CXM8763,Maruti Suzuki,Baleno,5,56710,34.5,98.1,1549.0,59.5,91.2,12.9,13.7,22.9,38.3,31.6,2.3,6.0,0,No Fault,No Fault,0
DL2CID3476,Hyundai,Creta,4,44736,29.3,107.8,2496.0,49.7,87.7,12.4,9.5,42.4,86.5,32.8,2.7,7.0,1,Cooling System,Overheating,7
DL1CVX6048,Mahindra,Scorpio,7,80658,18.6,94.8,1777.0,23.0,89.2,13.4,10.3,53.1,58.0,32.3,0.9,6.9,1,Engine,Low Oil Pressure,10
